,alarm,batV,device_id,latitude,longitude,pitch,raw,roll,time
0,False,3.574,firstone,,,-5.48,AAAAAAAADfb5PP3c,-17.32,2020-10-16T19:48:10.040935193Z
1,False,4.021,firstone,53.5778,8.3138,6.97,CCziAUTCD7X/qgK5,-0.86,2020-10-17T04:39:05.800845065Z
2,False,4.015,firstone,53.578,8.3133,7.0,CCzkAUS9D6//qAK8,-0.88,2020-10-17T04:42:43.814355462Z
3,False,4.015,firstone,53.5761,8.3144,7.02,CCzRAUTID6//pgK+,-0.9,2020-10-17T04:46:07.81233729Z
4,False,4.019,firstone,53.5768,8.3143,7.02,CCzYAUTHD7P/pgK+,-0.9,2020-10-17T04:49:33.803516885Z
5,False,4.015,firstone,53.5783,8.3127,7.04,CCznAUS3D6//pgLA,-0.9,2020-10-17T04:53:25.795691199Z
6,False,4.019,firstone,53.5782,8.3127,7.04,CCzmAUS3D7P/pQLA,-0.91,2020-10-17T04:56:55.826077948Z
7,False,4.019,firstone,53.5783,8.3124,7.04,CCznAUS0D7P/pQLA,-0.91,2020-10-17T05:01:16.811815707Z
8,False,4.015,firstone,53.5784,8.312,7.04,CCzoAUSwD6//pQLA,-0.91,2020-10-17T05:04:37.842060253Z
9,False,4.015,firstone,53.5799,8.3153,7.03,CCz3AUTRD6//pgK/,-0.9,2020-10-17T05:10:08.133476121Z
10,False,4.015,firstone,53.5769,8.3143,7.02,CCzZAUTHD6//pgK+,-0.9,2020-10-17T05:15:22.806528995Z
11,False,4.021,firstone,53.577,8.3138,7.03,CCzaAUTCD7X/pAK/,-0.92,2020-10-17T05:18:58.806374884Z
12,False,4.013,firstone,53.5768,8.315,7.04,CCzYAUTOD63/pQLA,-0.91,2020-10-17T05:22:36.820145917Z
13,False,4.019,firstone,53.5772,8.3136,7.05,CCzcAUTAD7P/pgLB,-0.9,2020-10-17T05:27:25.83082179Z
14,False,4.013,firstone,53.5771,8.314,7.04,CCzbAUTED63/pgLA,-0.9,2020-10-17T05:31:19.15878728Z
15,False,4.015,firstone,53.578,8.3115,7.04,CCzkAUSrD6//pQLA,-0.91,2020-10-17T05:34:43.156452765Z
16,False,4.023,firstone,,,7.04,AAAAAAAAD7f/pQLA,-0.91,2020-10-17T05:40:17.74682847Z
17,False,4.005,firstone,,,7.03,AAAAAAAAD6X/pgK/,-0.9,2020-10-17T05:45:52.571610405Z
18,False,4.015,firstone,53.5771,8.3138,7.04,CCzbAUTCD6//pQLA,-0.91,2020-10-17T05:49:12.82162281Z
19,False,4.026,firstone,53.5778,8.3121,7.04,CCziAUSxD7r/pQLA,-0.91,2020-10-17T05:52:37.806952551Z
20,False,4.021,firstone,,,7.02,AAAAAAAAD7X/pQK+,-0.91,2020-10-17T05:58:12.434467249Z
21,False,4.015,firstone,,,7.02,AAAAAAAAD6//pAK+,-0.92,2020-10-17T06:03:47.200002192Z
22,False,4.002,firstone,53.5777,8.3131,7.01,CCzhAUS7D6L/pAK9,-0.92,2020-10-17T06:08:00.227059686Z
23,False,4.015,firstone,53.5781,8.3129,7.02,CCzlAUS5D6//owK+,-0.93,2020-10-17T06:11:47.308724745Z
24,False,4.019,firstone,53.5776,8.3138,7.03,CCzgAUTCD7P/owK/,-0.93,2020-10-17T06:16:20.254489242Z
25,False,4.026,firstone,,,7.04,AAAAAAAAD7r/owLA,-0.93,2020-10-17T06:21:54.510945952Z
26,False,4.015,firstone,53.5772,8.314,7.04,CCzcAUTED6//pALA,-0.92,2020-10-17T06:25:49.832338188Z
27,False,4.013,firstone,53.577,8.3143,6.83,CCzaAUTHD60AQwKr,0.67,2020-10-17T06:29:36.232710786Z
28,False,4.021,firstone,,,6.81,AAAAAAAAD7UARAKp,0.68,2020-10-17T06:35:10.378392877Z
29,False,4.015,firstone,53.5769,8.3147,6.81,CCzZAUTLD68ARQKp,0.69,2020-10-17T06:39:13.815591828Z
30,False,4.021,firstone,,,6.82,AAAAAAAAD7UARQKq,0.69,2020-10-17T06:44:47.861717937Z
31,False,4.021,firstone,,,6.81,AAAAAAAAD7UARQKp,0.69,2020-10-17T06:50:22.548696804Z
32,False,4.019,firstone,,,6.82,AAAAAAAAD7MARQKq,0.69,2020-10-17T06:55:57.30469844Z
33,False,4.019,firstone,,,6.82,AAAAAAAAD7MARQKq,0.69,2020-10-17T07:01:31.961370089Z
34,False,4.019,firstone,53.5766,8.3151,6.83,CCzWAUTPD7MARAKr,0.68,2020-10-17T07:07:06.177439488Z
35,False,4.015,firstone,53.5769,8.3143,6.83,CCzZAUTHD68ARAKr,0.68,2020-10-17T07:12:20.2239966Z
36,False,4.021,firstone,,,6.83,AAAAAAAAD7UARQKr,0.69,2020-10-17T07:17:54.908856549Z
37,False,4.021,firstone,53.577,8.3141,6.83,CCzaAUTFD7UARAKr,0.68,2020-10-17T07:23:08.817435441Z
38,False,4.013,firstone,53.577,8.3142,6.84,CCzaAUTGD60AQwKs,0.67,2020-10-17T07:27:01.814229555Z
39,False,4.019,firstone,53.577,8.3142,6.85,CCzaAUTGD7MAQgKt,0.66,2020-10-17T07:30:25.224029762Z
40,False,4.015,firstone,53.5766,8.3142,6.86,CCzWAUTGD68AQQKu,0.65,2020-10-17T07:33:54.808631198Z
41,False,4.019,firstone,53.5769,8.3142,6.87,CCzZAUTGD7MAQAKv,0.64,2020-10-17T07:37:17.285559998Z
42,False,4.015,firstone,53.5773,8.3142,6.88,CCzdAUTGD68AQQKw,0.65,2020-10-17T07:40:43.827029933Z
43,False,4.015,firstone,53.577,8.3142,6.88,CCzaAUTGD68AQgKw,0.66,2020-10-17T07:45:07.817488174Z
44,False,4.013,firstone,53.5769,8.3141,6.87,CCzZAUTFD60AQgKv,0.66,2020-10-17T07:48:31.208142133Z
45,False,4.019,firstone,53.574,8.3126,6.87,CCy8AUS2D7MAQgKv,0.66,2020-10-17T07:52:13.831209424Z
46,False,4.028,firstone,,,7.48,AAAAAAAAD7wAJALs,0.36,2020-10-17T07:57:48.088720546Z
47,False,4.026,firstone,,,7.46,AAAAAAAAD7oAJQLq,0.37,2020-10-17T08:03:22.903288139Z
48,False,4.026,firstone,53.577,8.314,7.46,CCzaAUTED7oAJQLq,0.37,2020-10-17T08:07:41.806030654Z
49,False,4.01,firstone,53.5769,8.3143,7.47,CCzZAUTHD6oAJQLr,0.37,2020-10-17T08:11:33.291664213Z
50,False,4.021,firstone,,,7.47,AAAAAAAAD7UAJQLr,0.37,2020-10-17T08:17:07.297762641Z
51,False,4.019,firstone,53.5771,8.3141,7.47,CCzbAUTFD7MAJgLr,0.38,2020-10-17T08:22:25.819544789Z
52,False,4.021,firstone,,,7.46,AAAAAAAAD7UAJQLq,0.37,2020-10-17T08:27:59.984820769Z
53,False,4.023,firstone,53.577,8.3142,7.45,CCzaAUTGD7cAJgLp,0.38,2020-10-17T08:32:52.811703046Z
54,False,4.015,firstone,53.5772,8.3139,7.45,CCzcAUTDD68AJgLp,0.38,2020-10-17T08:36:12.817321653Z
55,False,4.015,firstone,53.5762,8.3145,7.45,CCzSAUTJD68AJgLp,0.38,2020-10-17T08:40:28.806341995Z
56,False,4.015,firstone,53.5764,8.3144,7.45,CCzUAUTID68AJgLp,0.38,2020-10-17T08:45:01.812531397Z
57,False,4.002,firstone,53.577,8.3145,7.44,CCzaAUTJD6IAJgLo,0.38,2020-10-17T08:48:42.84827889Z
58,False,4.023,firstone,,,7.44,AAAAAAAAD7cAJwLo,0.39,2020-10-17T08:54:16.914228918Z
59,False,4.019,firstone,,,7.43,AAAAAAAAD7MAJgLn,0.38,2020-10-17T08:59:51.741478268Z
60,False,4.019,firstone,53.5767,8.3146,7.42,CCzXAUTKD7MAJALm,0.36,2020-10-17T09:03:20.225118524Z
61,False,4.019,firstone,53.576,8.3139,7.42,CCzQAUTDD7MAJALm,0.36,2020-10-17T09:08:02.206951295Z
62,False,4.023,firstone,,,7.41,AAAAAAAAD7cAJALl,0.36,2020-10-17T09:13:36.255628494Z
63,False,4.013,firstone,53.5768,8.3141,7.41,CCzYAUTFD60AJgLl,0.38,2020-10-17T09:18:49.201281559Z
64,False,4.021,firstone,53.5761,8.3139,7.4,CCzRAUTDD7UAJgLk,0.38,2020-10-17T09:22:43.820188198Z
65,False,4.015,firstone,53.576,8.3129,7.42,CCzQAUS5D68AJgLm,0.38,2020-10-17T09:26:26.193832457Z
66,False,4.015,firstone,,,7.41,AAAAAAAAD68AJQLl,0.37,2020-10-17T09:32:00.533597189Z
67,False,4.015,firstone,53.5772,8.3148,7.41,CCzcAUTMD68AJgLl,0.38,2020-10-17T09:36:06.813459363Z
68,False,4.019,firstone,53.577,8.3141,7.4,CCzaAUTFD7MAJwLk,0.39,2020-10-17T09:41:13.813683861Z
69,False,4.015,firstone,53.5767,8.3144,7.39,CCzXAUTID68AJgLj,0.38,2020-10-17T09:46:09.839665384Z
70,False,4.023,firstone,,,7.4,AAAAAAAAD7cAJgLk,0.38,2020-10-17T09:51:44.209958085Z
71,False,4.015,firstone,,,7.39,AAAAAAAAD68AJgLj,0.38,2020-10-17T09:57:19.015416523Z
72,False,4.019,firstone,,,7.37,AAAAAAAAD7MAJwLh,0.39,2020-10-17T10:02:53.843086547Z
73,False,4.015,firstone,,,7.36,AAAAAAAAD68AJwLg,0.39,2020-10-17T10:08:28.604461307Z
74,False,4.023,firstone,,,7.35,AAAAAAAAD7cAJwLf,0.39,2020-10-17T10:14:03.445453686Z
75,False,4.002,firstone,53.5768,8.3138,7.35,CCzYAUTCD6IAKALf,0.4,2020-10-17T10:19:25.820908013Z
76,False,4.015,firstone,53.5778,8.3141,7.36,CCziAUTFD68AKALg,0.4,2020-10-17T10:22:42.834886755Z
77,False,4.021,firstone,,,7.35,AAAAAAAAD7UAKQLf,0.41,2020-10-17T10:28:17.497185673Z
78,False,3.994,firstone,,,7.35,AAAAAAAAD5oAKALf,0.4,2020-10-17T10:33:52.226151256Z
79,False,4.015,firstone,53.5767,8.3147,7.34,CCzXAUTLD68AKALe,0.4,2020-10-17T10:37:55.235295418Z
80,False,4.021,firstone,,,7.34,AAAAAAAAD7UAKALe,0.4,2020-10-17T10:43:29.695653196Z
81,False,4.021,firstone,,,7.33,AAAAAAAAD7UAKQLd,0.41,2020-10-17T10:49:04.416978716Z
82,False,4.015,firstone,,,7.33,AAAAAAAAD68AKALd,0.4,2020-10-17T10:54:39.212912127Z
83,False,4.019,firstone,53.577,8.3143,7.32,CCzaAUTHD7MAKALc,0.4,2020-10-17T10:59:36.811662433Z
84,False,4.015,firstone,53.5772,8.3142,7.31,CCzcAUTGD68AKQLb,0.41,2020-10-17T11:03:18.812757508Z
85,False,4.013,firstone,53.5771,8.3142,7.3,CCzbAUTGD60AKQLa,0.41,2020-10-17T11:07:51.817651587Z
86,False,4.019,firstone,,,1.44,AAAAAAAAD7PcMwCQ,-91.65,2020-10-17T11:13:25.617327825Z
87,False,4.019,firstone,53.5774,8.3152,-6.83,CCzeAUTQD7MEZ/1V,11.27,2020-10-17T11:18:53.843452368Z
88,False,4.013,firstone,53.5773,8.3156,-57.3,CCzdAUTUD632r+me,-23.85,2020-10-17T11:22:13.461688689Z
89,False,4.015,firstone,53.5773,8.3169,-1.6,CCzdAUThD6/+Of9g,-4.55,2020-10-17T11:35:47.393184306Z
90,False,4.015,firstone,53.5773,8.3169,-1.39,CCzdAUThD6/+Nv91,-4.58,2020-10-17T11:38:58.399224464Z
91,False,4.013,firstone,53.5773,8.3169,-1.41,CCzdAUThD63+Nv9z,-4.58,2020-10-17T11:42:10.386154942Z
92,False,4.015,firstone,53.5773,8.3168,-1.7,CCzdAUTgD6/+NP9W,-4.6,2020-10-17T11:45:21.122848524Z
93,False,4.01,firstone,53.5773,8.3169,-1.09,CCzdAUThD6r+Nf+T,-4.59,2020-10-17T11:48:33.150663965Z
94,False,4.015,firstone,53.5772,8.3169,-0.76,CCzcAUThD6/+Nv+0,-4.58,2020-10-17T11:51:47.396089811Z
95,False,4.015,firstone,53.5773,8.3169,-1.61,CCzdAUThD6/+Nf9f,-4.59,2020-10-17T11:54:59.397802669Z
96,False,4.015,firstone,53.5773,8.3169,-0.91,CCzdAUThD6/+Of+l,-4.55,2020-10-17T11:58:10.994784117Z
97,False,4.015,firstone,53.5773,8.3169,-1.16,CCzdAUThD6/+OP+M,-4.56,2020-10-17T12:01:23.411828429Z
98,False,4.015,firstone,53.5773,8.3169,-0.37,CCzdAUThD6/+Of/b,-4.55,2020-10-17T12:04:35.402259143Z
99,False,4.013,firstone,53.5773,8.3169,-1.37,CCzdAUThD63+Of93,-4.55,2020-10-17T12:07:46.976684466Z
100,False,4.015,firstone,53.5773,8.3169,-2.63,CCzdAUThD6/+N/75,-4.57,2020-10-17T12:14:10.200179694Z
101,False,4.015,firstone,53.5773,8.3169,-1.03,CCzdAUThD6/+5/+Z,-2.81,2020-10-17T12:17:22.189164648Z
102,False,4.013,firstone,53.5773,8.3169,-2.02,CCzdAUThD63+6f82,-2.79,2020-10-17T12:20:34.951539055Z
103,False,4.019,firstone,53.5771,8.3169,-2.52,CCzbAUThD7P+6P8E,-2.8,2020-10-17T12:23:47.173935231Z
104,False,4.015,firstone,53.5772,8.3169,-2.62,CCzcAUThD6/+5/76,-2.81,2020-10-17T12:26:58.972387024Z
105,False,4.019,firstone,53.5773,8.3169,-2.09,CCzdAUThD7P+5f8v,-2.83,2020-10-17T12:30:11.55968752Z
106,False,4.015,firstone,53.5773,8.3169,-1.0,CCzdAUThD6/+5P+c,-2.84,2020-10-17T12:33:22.606074259Z
107,False,4.021,firstone,53.5763,8.3172,-1.46,CCzTAUTkD7X+4/9u,-2.85,2020-10-17T12:36:34.593266196Z
108,False,4.013,firstone,53.5773,8.3169,-1.45,CCzdAUThD63+5P9v,-2.84,2020-10-17T12:39:46.370910609Z
109,False,4.015,firstone,53.5767,8.317,-1.5,CCzXAUTiD6/+4/9q,-2.85,2020-10-17T12:42:58.246578865Z
110,False,4.015,firstone,53.5767,8.3174,-2.11,CCzXAUTmD6/+4f8t,-2.87,2020-10-17T12:46:10.196037448Z
111,False,4.013,firstone,53.5773,8.3168,-1.87,CCzdAUTgD63+4f9F,-2.87,2020-10-17T12:49:21.492188061Z
112,False,4.013,firstone,53.5772,8.3169,-1.6,CCzcAUThD63+4P9g,-2.88,2020-10-17T12:52:33.935365086Z
113,False,4.015,firstone,53.5773,8.3169,-1.66,CCzdAUThD6/+4P9a,-2.88,2020-10-17T12:55:46.117594385Z
114,False,4.019,firstone,53.5773,8.3168,-1.56,CCzdAUTgD7P+4f9k,-2.87,2020-10-17T12:58:57.950660109Z
115,False,4.013,firstone,53.5773,8.3168,-0.94,CCzdAUTgD63+3v+i,-2.9,2020-10-17T13:02:10.173850719Z
116,False,4.015,firstone,53.5773,8.3168,-3.43,CCzdAUTgD6/+2v6p,-2.94,2020-10-17T13:05:22.200301555Z
117,False,4.013,firstone,53.5773,8.3168,-1.12,CCzdAUTgD63+0/+Q,-3.01,2020-10-17T13:08:34.062541446Z
118,False,4.015,firstone,53.5768,8.3174,-1.78,CCzYAUTmD6/+uP9O,-3.28,2020-10-17T13:11:45.97411823Z
119,False,4.019,firstone,53.5768,8.3175,-2.68,CCzYAUTnD7P+s/70,-3.33,2020-10-17T13:14:58.172264242Z
120,False,4.015,firstone,53.5773,8.3169,-3.25,CCzdAUThD6/+sP67,-3.36,2020-10-17T13:18:09.178137175Z
121,False,4.015,firstone,53.5773,8.317,-1.99,CCzdAUTiD6/+rv85,-3.38,2020-10-17T13:21:21.500795419Z
122,False,4.026,firstone,53.5773,8.3169,-2.51,CCzdAUThD7r+r/8F,-3.37,2020-10-17T13:24:34.149606448Z
123,False,4.021,firstone,53.5773,8.317,-2.27,CCzdAUTiD7X+sP8d,-3.36,2020-10-17T13:27:46.491492968Z
124,False,4.021,firstone,53.5773,8.3169,-2.22,CCzdAUThD7X+r/8i,-3.37,2020-10-17T13:30:57.168110336Z
125,False,4.015,firstone,53.5773,8.317,-2.83,CCzdAUTiD6/+rv7l,-3.38,2020-10-17T13:34:10.20074473Z
126,False,4.013,firstone,53.5773,8.317,-3.39,CCzdAUTiD63+r/6t,-3.37,2020-10-17T13:37:21.992474664Z
127,False,4.015,firstone,53.5774,8.3168,-2.99,CCzeAUTgD6/+r/7V,-3.37,2020-10-17T13:40:34.180912357Z
128,False,4.01,firstone,53.5774,8.3168,-2.72,CCzeAUTgD6r+sP7w,-3.36,2020-10-17T13:43:45.955360124Z
129,False,4.015,firstone,53.5774,8.3167,-1.62,CCzeAUTfD6/+t/9e,-3.29,2020-10-17T13:46:59.137102221Z
130,False,4.015,firstone,53.5773,8.3168,-4.49,CCzdAUTgD6/+sv4/,-3.34,2020-10-17T13:50:10.463796627Z
131,False,4.015,firstone,53.5775,8.3165,-3.25,CCzfAUTdD6/+sf67,-3.35,2020-10-17T13:53:23.174273605Z
132,False,4.013,firstone,53.5773,8.3169,-2.08,CCzdAUThD63+tP8w,-3.32,2020-10-17T13:56:34.148575317Z
133,False,4.015,firstone,53.5772,8.317,-2.4,CCzcAUTiD6/+tf8Q,-3.31,2020-10-17T13:59:45.955812702Z
134,False,4.015,firstone,53.5773,8.3169,-3.79,CCzdAUThD6/+tf6F,-3.31,2020-10-17T14:02:58.135718851Z
135,False,4.013,firstone,53.5773,8.3169,-2.65,CCzdAUThD63+tP73,-3.32,2020-10-17T14:06:09.968760937Z
136,False,4.015,firstone,53.5772,8.317,-1.84,CCzcAUTiD6/+t/9I,-3.29,2020-10-17T14:09:22.169120456Z
137,False,4.015,firstone,53.5772,8.317,-2.92,CCzcAUTiD6/+uv7c,-3.26,2020-10-17T14:12:34.937003794Z
138,False,4.013,firstone,53.5772,8.317,-4.64,CCzcAUTiD63+t/4w,-3.29,2020-10-17T14:15:47.11365231Z
139,False,4.015,firstone,53.5772,8.3171,-3.23,CCzcAUTjD6/+uv69,-3.26,2020-10-17T14:19:00.542158343Z
140,False,4.015,firstone,53.5772,8.317,-2.69,CCzcAUTiD6/+vP7z,-3.24,2020-10-17T14:22:18.93577898Z
141,False,4.015,firstone,53.5772,8.3171,-3.0,CCzcAUTjD6/+vP7U,-3.24,2020-10-17T14:25:38.120858974Z
142,False,4.015,firstone,53.5772,8.3171,-2.14,CCzcAUTjD6/+v/8q,-3.21,2020-10-17T14:28:57.17552148Z
143,False,4.013,firstone,53.5772,8.317,-2.22,CCzcAUTiD63+vv8i,-3.22,2020-10-17T14:32:15.14869574Z
144,False,4.015,firstone,53.5771,8.3171,-2.32,CCzbAUTjD6/+v/8Y,-3.21,2020-10-17T14:35:42.180455369Z
145,False,4.015,firstone,53.5776,8.3166,-2.49,CCzgAUTeD6/+vv8H,-3.22,2020-10-17T14:39:13.816286676Z
146,False,4.019,firstone,53.5776,8.3165,-2.44,CCzgAUTdD7P+wP8M,-3.2,2020-10-17T14:42:16.716223849Z
147,False,4.023,firstone,53.5776,8.3166,-3.46,CCzgAUTeD7f+v/6m,-3.21,2020-10-17T14:45:18.643417939Z
148,False,4.015,firstone,53.5777,8.3164,-2.57,CCzhAUTcD6/+wP7/,-3.2,2020-10-17T14:48:23.548231612Z
149,False,4.01,firstone,53.5769,8.3174,-2.88,CCzZAUTmD6r+wP7g,-3.2,2020-10-17T14:51:25.836786815Z
150,False,4.015,firstone,53.578,8.3159,-2.98,CCzkAUTXD6/+v/7W,-3.21,2020-10-17T14:54:27.803027152Z
151,False,4.015,firstone,53.5778,8.3162,-3.23,CCziAUTaD6/+wv69,-3.18,2020-10-17T14:57:30.05978453Z
152,False,4.023,firstone,53.5776,8.3166,-3.18,CCzgAUTeD7f+wP7C,-3.2,2020-10-17T15:00:31.984683451Z
153,False,4.015,firstone,53.5778,8.3163,-2.69,CCziAUTbD6/+wv7z,-3.18,2020-10-17T15:03:35.924170052Z
154,False,4.015,firstone,53.5778,8.3161,-2.99,CCziAUTZD6/+xv7V,-3.14,2020-10-17T15:06:37.844106627Z
155,False,4.015,firstone,53.5776,8.3166,-2.7,CCzgAUTeD6/+x/7y,-3.13,2020-10-17T15:09:41.130327465Z
156,False,4.015,firstone,53.5776,8.3166,-3.18,CCzgAUTeD6/+x/7C,-3.13,2020-10-17T15:15:56.386655321Z
157,False,4.013,firstone,53.5774,8.3169,-2.44,CCzeAUThD63+yP8M,-3.12,2020-10-17T15:18:59.795790248Z
158,False,4.015,firstone,53.5774,8.3165,-4.03,CCzeAUTdD6/+x/5t,-3.13,2020-10-17T15:22:10.142929862Z
159,False,4.015,firstone,53.5774,8.3167,-2.85,CCzeAUTfD6/+yP7j,-3.12,2020-10-17T15:25:13.510669567Z
160,False,4.013,firstone,53.5773,8.3169,-2.33,CCzdAUThD63+yP8X,-3.12,2020-10-17T15:28:23.846577137Z
161,False,4.019,firstone,53.5772,8.318,-2.59,CCzcAUTsD7P+yf79,-3.11,2020-10-17T15:31:34.190604238Z
162,False,4.013,firstone,53.5774,8.3166,-2.92,CCzeAUTeD63+yf7c,-3.11,2020-10-17T15:34:43.145927215Z
163,False,4.01,firstone,53.5773,8.3171,-2.69,CCzdAUTjD6r+yf7z,-3.11,2020-10-17T15:37:52.181389883Z
164,False,4.015,firstone,53.5773,8.317,-2.66,CCzdAUTiD6/+yv72,-3.1,2020-10-17T15:40:59.149616937Z
165,False,4.015,firstone,53.5773,8.3177,-2.57,CCzdAUTpD6/+yv7/,-3.1,2020-10-17T15:44:06.115952283Z
166,False,4.015,firstone,53.5773,8.317,-2.58,CCzdAUTiD6/+yv7+,-3.1,2020-10-17T15:47:10.165565381Z
167,False,4.01,firstone,53.5773,8.3171,-2.32,CCzdAUTjD6r+y/8Y,-3.09,2020-10-17T15:50:14.19756561Z
168,False,4.015,firstone,53.5773,8.317,-2.33,CCzdAUTiD6/+yf8X,-3.11,2020-10-17T15:53:17.224785072Z
169,False,4.01,firstone,53.5773,8.317,-2.32,CCzdAUTiD6r+yf8Y,-3.11,2020-10-17T15:56:20.212176421Z
170,False,4.01,firstone,53.5773,8.3168,-2.33,CCzdAUTgD6r+yP8X,-3.12,2020-10-17T15:59:26.544862703Z
171,False,4.015,firstone,53.5773,8.317,-2.31,CCzdAUTiD6/+yf8Z,-3.11,2020-10-17T16:02:29.973899385Z
172,False,4.021,firstone,53.5774,8.3169,-2.26,CCzeAUThD7X+yf8e,-3.11,2020-10-17T16:05:33.411312401Z
173,False,4.015,firstone,53.5773,8.3171,-2.26,CCzdAUTjD6/+yP8e,-3.12,2020-10-17T16:08:37.512585523Z
174,False,4.013,firstone,53.5773,8.3171,-2.24,CCzdAUTjD63+xv8g,-3.14,2020-10-17T16:11:40.981935369Z
175,False,4.01,firstone,53.5773,8.3172,-2.23,CCzdAUTkD6r+xf8h,-3.15,2020-10-17T16:14:44.452262324Z
176,False,4.015,firstone,53.5773,8.317,-2.22,CCzdAUTiD6/+xf8i,-3.15,2020-10-17T16:17:47.93576383Z
177,False,4.015,firstone,53.5773,8.3171,-2.22,CCzdAUTjD6/+xv8i,-3.14,2020-10-17T16:20:50.967026761Z
178,False,4.021,firstone,53.5773,8.3174,-2.2,CCzdAUTmD7X+x/8k,-3.13,2020-10-17T16:23:55.007203853Z
179,False,4.015,firstone,53.5773,8.317,-2.18,CCzdAUTiD6/+xv8m,-3.14,2020-10-17T16:26:59.045511913Z
180,False,4.019,firstone,53.5773,8.3169,-2.17,CCzdAUThD7P+xv8n,-3.14,2020-10-17T16:30:03.077531959Z
181,False,4.013,firstone,53.5773,8.3169,-2.15,CCzdAUThD63+xf8p,-3.15,2020-10-17T16:33:07.497041325Z
182,False,4.015,firstone,53.5773,8.317,-2.17,CCzdAUTiD6/+xf8n,-3.15,2020-10-17T16:36:11.525611558Z
183,False,4.015,firstone,53.5773,8.3172,-2.17,CCzdAUTkD6/+xv8n,-3.14,2020-10-17T16:39:15.556152298Z
184,False,4.015,firstone,53.5773,8.3172,-2.18,CCzdAUTkD6/+xf8m,-3.15,2020-10-17T16:42:19.94656145Z
185,False,4.002,firstone,53.5773,8.3171,-2.18,CCzdAUTjD6L+xf8m,-3.15,2020-10-17T16:45:24.928006174Z
186,False,4.019,firstone,53.5773,8.3171,-2.19,CCzdAUTjD7P+xf8l,-3.15,2020-10-17T16:48:29.896904316Z
187,False,4.015,firstone,53.5773,8.3172,-2.18,CCzdAUTkD6/+xf8m,-3.15,2020-10-17T16:51:35.198346064Z
188,False,4.015,firstone,53.5773,8.317,-2.19,CCzdAUTiD6/+xP8l,-3.16,2020-10-17T16:54:40.199329932Z
189,False,4.023,firstone,53.5773,8.3172,-2.17,CCzdAUTkD7f+xf8n,-3.15,2020-10-17T16:57:45.144934283Z
190,False,4.015,firstone,53.5772,8.317,-2.17,CCzcAUTiD6/+xP8n,-3.16,2020-10-17T17:00:50.14133274Z
191,False,4.015,firstone,53.5772,8.3171,-2.16,CCzcAUTjD6/+xv8o,-3.14,2020-10-17T17:03:55.106268993Z
192,False,4.015,firstone,53.5773,8.3171,-2.16,CCzdAUTjD6/+xP8o,-3.16,2020-10-17T17:06:59.065575399Z
193,False,4.015,firstone,53.5774,8.3174,-2.17,CCzeAUTmD6/+xP8n,-3.16,2020-10-17T17:10:10.463187195Z
194,False,4.01,firstone,53.5773,8.3173,-2.17,CCzdAUTlD6r+xP8n,-3.16,2020-10-17T17:13:21.393758458Z
195,False,4.013,firstone,53.5774,8.3175,-2.17,CCzeAUTnD63+xP8n,-3.16,2020-10-17T17:16:33.38664069Z
196,False,4.01,firstone,53.5773,8.3174,-2.15,CCzdAUTmD6r+xP8p,-3.16,2020-10-17T17:19:45.358151918Z
197,False,4.015,firstone,53.5773,8.3172,-2.15,CCzdAUTkD6/+xP8p,-3.16,2020-10-17T17:22:57.315856112Z
198,False,4.015,firstone,53.5773,8.3173,-2.14,CCzdAUTlD6/+xP8q,-3.16,2020-10-17T17:26:09.303051121Z
199,False,4.015,firstone,53.5778,8.3196,-2.14,CCziAUT8D6/+xP8q,-3.16,2020-10-17T17:29:21.260498514Z
200,False,4.013,firstone,53.5777,8.3189,-2.14,CCzhAUT1D63+xP8q,-3.16,2020-10-17T17:32:33.238721488Z
201,False,4.013,firstone,53.5778,8.3193,-2.13,CCziAUT5D63+xP8r,-3.16,2020-10-17T17:35:45.225463405Z
202,False,4.015,firstone,53.5778,8.3191,-2.13,CCziAUT3D6/+xP8r,-3.16,2020-10-17T17:38:57.202843659Z
203,False,4.015,firstone,53.5777,8.3187,-2.12,CCzhAUTzD6/+xP8s,-3.16,2020-10-17T17:42:09.545158847Z
204,False,4.01,firstone,53.5776,8.3186,-2.12,CCzgAUTyD6r+w/8s,-3.17,2020-10-17T17:45:21.517446081Z
205,False,4.013,firstone,53.5773,8.3171,-2.12,CCzdAUTjD63+wv8s,-3.18,2020-10-17T17:48:25.596672616Z
206,False,4.015,firstone,53.5773,8.3171,-2.13,CCzdAUTjD6/+wf8r,-3.19,2020-10-17T17:51:29.662165698Z
207,False,4.015,firstone,53.5773,8.3169,-2.11,CCzdAUThD6/+wv8t,-3.18,2020-10-17T17:54:33.726978023Z
208,False,4.015,firstone,53.5773,8.3171,-2.11,CCzdAUTjD6/+w/8t,-3.17,2020-10-17T17:57:43.68876911Z
209,False,4.01,firstone,53.5772,8.3169,-2.09,CCzcAUThD6r+xP8v,-3.16,2020-10-17T18:00:57.69166587Z
210,False,4.01,firstone,53.5774,8.3171,-2.08,CCzeAUTjD6r+xP8w,-3.16,2020-10-17T18:04:01.781382894Z
211,False,4.01,firstone,53.5773,8.317,-2.08,CCzdAUTiD6r+xf8w,-3.15,2020-10-17T18:10:27.746786646Z
212,False,4.013,firstone,53.5768,8.3159,-2.05,CCzYAUTXD63+xv8z,-3.14,2020-10-17T18:13:38.754805092Z
